"RowIndex","Prediction"
91596,"Graduate"
91597,"Enrolled"
91598,"Graduate"
91599,"Graduate"
91600,"Graduate"
91601,"Graduate"
91602,"Graduate"
91603,"Dropout"
91604,"Graduate"
91605,"Graduate"
91606,"Dropout"
91607,"Graduate"
91608,"Dropout"
91609,"Graduate"
91610,"Dropout"
91611,"Graduate"
91612,"Enrolled"
91613,"Dropout"
91614,"Graduate"
91615,"Graduate"
91616,"Enrolled"
91617,"Graduate"
91618,"Graduate"
91619,"Graduate"
91620,"Graduate"
91621,"Dropout"
91622,"Graduate"
91623,"Dropout"
91624,"Graduate"
91625,"Dropout"
91626,"Graduate"
91627,"Graduate"
91628,"Enrolled"
91629,"Dropout"
91630,"Graduate"
91631,"Dropout"
91632,"Dropout"
91633,"Dropout"
91634,"Graduate"
91635,"Graduate"
91636,"Enrolled"
91637,"Dropout"
91638,"Dropout"
91639,"Enrolled"
91640,"Graduate"
91641,"Enrolled"
91642,"Graduate"
91643,"Graduate"
91644,"Graduate"
91645,"Enrolled"
91646,"Graduate"
91647,"Dropout"
91648,"Enrolled"
91649,"Graduate"
91650,"Graduate"
91651,"Dropout"
91652,"Graduate"
91653,"Dropout"
91654,"Enrolled"
91655,"Graduate"
91656,"Enrolled"
91657,"Graduate"
91658,"Graduate"
91659,"Enrolled"
91660,"Enrolled"
91661,"Graduate"
91662,"Enrolled"
91663,"Graduate"
91664,"Dropout"
91665,"Graduate"
91666,"Enrolled"
91667,"Graduate"
91668,"Graduate"
91669,"Dropout"
91670,"Enrolled"
91671,"Graduate"
91672,"Graduate"
91673,"Enrolled"
91674,"Graduate"
91675,"Graduate"
91676,"Dropout"
91677,"Graduate"
91678,"Graduate"
91679,"Graduate"
91680,"Graduate"
91681,"Graduate"
91682,"Dropout"
91683,"Graduate"
91684,"Dropout"
91685,"Graduate"
91686,"Enrolled"
91687,"Enrolled"
91688,"Graduate"
91689,"Dropout"
91690,"Dropout"
91691,"Dropout"
91692,"Graduate"
91693,"Dropout"
91694,"Graduate"
91695,"Graduate"
91696,"Dropout"
91697,"Enrolled"
91698,"Dropout"
91699,"Enrolled"
91700,"Dropout"
91701,"Graduate"
91702,"Dropout"
91703,"Enrolled"
91704,"Enrolled"
91705,"Dropout"
91706,"Dropout"
91707,"Graduate"
91708,"Enrolled"
91709,"Graduate"
91710,"Enrolled"
91711,"Enrolled"
91712,"Graduate"
91713,"Dropout"
91714,"Enrolled"
91715,"Graduate"
91716,"Dropout"
91717,"Dropout"
91718,"Enrolled"
91719,"Graduate"
91720,"Graduate"
91721,"Graduate"
91722,"Graduate"
91723,"Graduate"
91724,"Graduate"
91725,"Enrolled"
91726,"Graduate"
91727,"Graduate"
91728,"Graduate"
91729,"Graduate"
91730,"Graduate"
91731,"Dropout"
91732,"Graduate"
91733,"Graduate"
91734,"Graduate"
91735,"Graduate"
91736,"Dropout"
91737,"Dropout"
91738,"Dropout"
91739,"Graduate"
91740,"Enrolled"
91741,"Graduate"
91742,"Graduate"
91743,"Graduate"
91744,"Graduate"
91745,"Dropout"
91746,"Dropout"
91747,"Graduate"
91748,"Graduate"
91749,"Graduate"
91750,"Graduate"
91751,"Graduate"
91752,"Graduate"
91753,"Graduate"
91754,"Enrolled"
91755,"Dropout"
91756,"Dropout"
91757,"Graduate"
91758,"Graduate"
91759,"Dropout"
91760,"Graduate"
91761,"Graduate"
91762,"Dropout"
91763,"Dropout"
91764,"Graduate"
91765,"Dropout"
91766,"Graduate"
91767,"Graduate"
91768,"Dropout"
91769,"Graduate"
91770,"Dropout"
91771,"Graduate"
91772,"Dropout"
91773,"Enrolled"
91774,"Enrolled"
91775,"Dropout"
91776,"Enrolled"
91777,"Graduate"
91778,"Enrolled"
91779,"Dropout"
91780,"Graduate"
91781,"Graduate"
91782,"Graduate"
91783,"Graduate"
91784,"Graduate"
91785,"Graduate"
91786,"Graduate"
91787,"Graduate"
91788,"Graduate"
91789,"Graduate"
91790,"Dropout"
91791,"Enrolled"
91792,"Enrolled"
91793,"Graduate"
91794,"Graduate"
91795,"Enrolled"
91796,"Graduate"
91797,"Enrolled"
91798,"Graduate"
91799,"Enrolled"
91800,"Dropout"
91801,"Enrolled"
91802,"Dropout"
91803,"Enrolled"
91804,"Graduate"
91805,"Graduate"
91806,"Dropout"
91807,"Enrolled"
91808,"Dropout"
91809,"Graduate"
91810,"Graduate"
91811,"Enrolled"
91812,"Graduate"
91813,"Graduate"
91814,"Graduate"
91815,"Graduate"
91816,"Enrolled"
91817,"Graduate"
91818,"Enrolled"
91819,"Graduate"
91820,"Dropout"
91821,"Dropout"
91822,"Graduate"
91823,"Graduate"
91824,"Graduate"
91825,"Graduate"
91826,"Graduate"
91827,"Graduate"
91828,"Dropout"
91829,"Graduate"
91830,"Graduate"
91831,"Dropout"
91832,"Graduate"
91833,"Graduate"
91834,"Graduate"
91835,"Dropout"
91836,"Graduate"
91837,"Dropout"
91838,"Dropout"
91839,"Graduate"
91840,"Graduate"
91841,"Graduate"
91842,"Graduate"
91843,"Enrolled"
91844,"Enrolled"
91845,"Graduate"
91846,"Graduate"
91847,"Graduate"
91848,"Enrolled"
91849,"Dropout"
91850,"Dropout"
91851,"Enrolled"
91852,"Graduate"
91853,"Enrolled"
91854,"Graduate"
91855,"Graduate"
91856,"Graduate"
91857,"Graduate"
91858,"Dropout"
91859,"Graduate"
91860,"Graduate"
91861,"Dropout"
91862,"Dropout"
91863,"Graduate"
91864,"Dropout"
91865,"Enrolled"
91866,"Dropout"
91867,"Dropout"
91868,"Graduate"
91869,"Enrolled"
91870,"Graduate"
91871,"Graduate"
91872,"Graduate"
91873,"Dropout"
91874,"Graduate"
91875,"Graduate"
91876,"Graduate"
91877,"Graduate"
91878,"Dropout"
91879,"Graduate"
91880,"Enrolled"
91881,"Dropout"
91882,"Enrolled"
91883,"Graduate"
91884,"Enrolled"
91885,"Dropout"
91886,"Dropout"
91887,"Graduate"
91888,"Graduate"
91889,"Graduate"
91890,"Dropout"
91891,"Dropout"
91892,"Dropout"
91893,"Graduate"
91894,"Graduate"
91895,"Dropout"
91896,"Enrolled"
91897,"Enrolled"
91898,"Dropout"
91899,"Graduate"
91900,"Dropout"
91901,"Graduate"
91902,"Graduate"
91903,"Dropout"
91904,"Dropout"
91905,"Enrolled"
91906,"Graduate"
91907,"Dropout"
91908,"Graduate"
91909,"Graduate"
91910,"Dropout"
91911,"Graduate"
91912,"Dropout"
91913,"Dropout"
91914,"Dropout"
91915,"Graduate"
91916,"Graduate"
91917,"Enrolled"
91918,"Graduate"
91919,"Graduate"
91920,"Enrolled"
91921,"Dropout"
91922,"Dropout"
91923,"Dropout"
91924,"Graduate"
91925,"Graduate"
91926,"Dropout"
91927,"Dropout"
91928,"Dropout"
91929,"Graduate"
91930,"Graduate"
91931,"Dropout"
91932,"Dropout"
91933,"Graduate"
91934,"Graduate"
91935,"Dropout"
91936,"Graduate"
91937,"Graduate"
91938,"Dropout"
91939,"Enrolled"
91940,"Graduate"
91941,"Dropout"
91942,"Dropout"
91943,"Dropout"
91944,"Graduate"
91945,"Graduate"
91946,"Graduate"
91947,"Dropout"
91948,"Graduate"
91949,"Graduate"
91950,"Graduate"
91951,"Graduate"
91952,"Enrolled"
91953,"Dropout"
91954,"Graduate"
91955,"Dropout"
91956,"Graduate"
91957,"Dropout"
91958,"Graduate"
91959,"Enrolled"
91960,"Graduate"
91961,"Graduate"
91962,"Dropout"
91963,"Graduate"
91964,"Graduate"
91965,"Dropout"
91966,"Graduate"
91967,"Graduate"
91968,"Graduate"
91969,"Graduate"
91970,"Dropout"
91971,"Graduate"
91972,"Graduate"
91973,"Enrolled"
91974,"Enrolled"
91975,"Graduate"
91976,"Graduate"
91977,"Dropout"
91978,"Graduate"
91979,"Graduate"
91980,"Dropout"
91981,"Dropout"
91982,"Enrolled"
91983,"Graduate"
91984,"Dropout"
91985,"Graduate"
91986,"Enrolled"
91987,"Graduate"
91988,"Graduate"
91989,"Dropout"
91990,"Graduate"
91991,"Graduate"
91992,"Graduate"
91993,"Graduate"
91994,"Dropout"
91995,"Enrolled"
91996,"Graduate"
91997,"Dropout"
91998,"Dropout"
91999,"Enrolled"
92000,"Dropout"
92001,"Graduate"
92002,"Graduate"
92003,"Dropout"
92004,"Enrolled"
92005,"Graduate"
92006,"Dropout"
92007,"Dropout"
92008,"Dropout"
92009,"Enrolled"
92010,"Graduate"
92011,"Graduate"
92012,"Graduate"
92013,"Graduate"
92014,"Graduate"
92015,"Dropout"
92016,"Dropout"
92017,"Dropout"
92018,"Dropout"
92019,"Graduate"
92020,"Graduate"
92021,"Graduate"
92022,"Enrolled"
92023,"Dropout"
92024,"Dropout"
92025,"Graduate"
92026,"Enrolled"
92027,"Graduate"
92028,"Dropout"
92029,"Graduate"
92030,"Enrolled"
92031,"Graduate"
92032,"Graduate"
92033,"Enrolled"
92034,"Graduate"
92035,"Dropout"
92036,"Enrolled"
92037,"Dropout"
92038,"Graduate"
92039,"Graduate"
92040,"Dropout"
92041,"Enrolled"
92042,"Graduate"
92043,"Graduate"
92044,"Enrolled"
92045,"Graduate"
92046,"Graduate"
92047,"Graduate"
92048,"Graduate"
92049,"Graduate"
92050,"Graduate"
92051,"Graduate"
92052,"Dropout"
92053,"Dropout"
92054,"Graduate"
92055,"Enrolled"
92056,"Dropout"
92057,"Enrolled"
92058,"Graduate"
92059,"Dropout"
92060,"Dropout"
92061,"Enrolled"
92062,"Graduate"
92063,"Graduate"
92064,"Graduate"
92065,"Enrolled"
92066,"Graduate"
92067,"Graduate"
92068,"Graduate"
92069,"Graduate"
92070,"Dropout"
92071,"Graduate"
92072,"Graduate"
92073,"Enrolled"
92074,"Enrolled"
92075,"Dropout"
92076,"Graduate"
92077,"Dropout"
92078,"Graduate"
92079,"Dropout"
92080,"Dropout"
92081,"Graduate"
92082,"Dropout"
92083,"Graduate"
92084,"Graduate"
92085,"Graduate"
92086,"Dropout"
92087,"Dropout"
92088,"Dropout"
92089,"Graduate"
92090,"Graduate"
92091,"Graduate"
92092,"Dropout"
92093,"Enrolled"
92094,"Dropout"
92095,"Graduate"
92096,"Graduate"
92097,"Dropout"
92098,"Graduate"
92099,"Enrolled"
92100,"Dropout"
92101,"Graduate"
92102,"Dropout"
92103,"Graduate"
92104,"Dropout"
92105,"Dropout"
92106,"Graduate"
92107,"Graduate"
92108,"Dropout"
92109,"Graduate"
92110,"Enrolled"
92111,"Enrolled"
92112,"Graduate"
92113,"Dropout"
92114,"Graduate"
92115,"Graduate"
92116,"Enrolled"
92117,"Graduate"
92118,"Graduate"
92119,"Dropout"
92120,"Graduate"
92121,"Graduate"
92122,"Graduate"
92123,"Graduate"
92124,"Dropout"
92125,"Graduate"
92126,"Enrolled"
92127,"Dropout"
92128,"Graduate"
92129,"Dropout"
92130,"Graduate"
92131,"Dropout"
92132,"Graduate"
92133,"Graduate"
92134,"Dropout"
92135,"Graduate"
92136,"Dropout"
92137,"Graduate"
92138,"Enrolled"
92139,"Graduate"
92140,"Graduate"
92141,"Graduate"
92142,"Graduate"
92143,"Dropout"
92144,"Graduate"
92145,"Dropout"
92146,"Dropout"
92147,"Dropout"
92148,"Dropout"
92149,"Dropout"
92150,"Graduate"
92151,"Graduate"
92152,"Dropout"
92153,"Graduate"
92154,"Graduate"
92155,"Enrolled"
92156,"Dropout"
92157,"Dropout"
92158,"Graduate"
92159,"Graduate"
92160,"Enrolled"
92161,"Enrolled"
92162,"Dropout"
92163,"Dropout"
92164,"Dropout"
92165,"Dropout"
92166,"Graduate"
92167,"Graduate"
92168,"Dropout"
92169,"Dropout"
92170,"Graduate"
92171,"Enrolled"
92172,"Dropout"
92173,"Dropout"
92174,"Dropout"
92175,"Graduate"
92176,"Graduate"
92177,"Enrolled"
92178,"Dropout"
92179,"Dropout"
92180,"Graduate"
92181,"Dropout"
92182,"Graduate"
92183,"Graduate"
92184,"Graduate"
92185,"Graduate"
92186,"Dropout"
92187,"Graduate"
92188,"Enrolled"
92189,"Graduate"
92190,"Enrolled"
92191,"Dropout"
92192,"Graduate"
92193,"Graduate"
92194,"Dropout"
92195,"Dropout"
92196,"Graduate"
92197,"Graduate"
92198,"Graduate"
92199,"Graduate"
92200,"Enrolled"
92201,"Graduate"
92202,"Dropout"
92203,"Graduate"
92204,"Enrolled"
92205,"Dropout"
92206,"Enrolled"
92207,"Graduate"
92208,"Enrolled"
92209,"Enrolled"
92210,"Graduate"
92211,"Graduate"
92212,"Enrolled"
92213,"Enrolled"
92214,"Graduate"
92215,"Graduate"
92216,"Enrolled"
92217,"Graduate"
92218,"Dropout"
92219,"Graduate"
92220,"Graduate"
92221,"Dropout"
92222,"Graduate"
92223,"Enrolled"
92224,"Dropout"
92225,"Enrolled"
92226,"Graduate"
92227,"Graduate"
92228,"Graduate"
92229,"Dropout"
92230,"Graduate"
92231,"Graduate"
92232,"Enrolled"
92233,"Graduate"
92234,"Graduate"
92235,"Graduate"
92236,"Enrolled"
92237,"Enrolled"
92238,"Graduate"
92239,"Dropout"
92240,"Graduate"
92241,"Dropout"
92242,"Graduate"
92243,"Graduate"
92244,"Graduate"
92245,"Dropout"
92246,"Enrolled"
92247,"Graduate"
92248,"Enrolled"
92249,"Graduate"
92250,"Graduate"
92251,"Graduate"
92252,"Dropout"
92253,"Enrolled"
92254,"Graduate"
92255,"Dropout"
92256,"Enrolled"
92257,"Dropout"
92258,"Graduate"
92259,"Graduate"
92260,"Dropout"
92261,"Graduate"
92262,"Enrolled"
92263,"Dropout"
92264,"Dropout"
92265,"Dropout"
92266,"Dropout"
92267,"Graduate"
92268,"Graduate"
92269,"Dropout"
92270,"Dropout"
92271,"Dropout"
92272,"Enrolled"
92273,"Dropout"
92274,"Dropout"
92275,"Dropout"
92276,"Dropout"
92277,"Graduate"
92278,"Graduate"
92279,"Enrolled"
92280,"Dropout"
92281,"Enrolled"
92282,"Graduate"
92283,"Dropout"
92284,"Dropout"
92285,"Graduate"
92286,"Dropout"
92287,"Dropout"
92288,"Graduate"
92289,"Graduate"
92290,"Dropout"
92291,"Graduate"
92292,"Enrolled"
92293,"Graduate"
92294,"Enrolled"
92295,"Dropout"
92296,"Graduate"
92297,"Graduate"
92298,"Dropout"
92299,"Dropout"
92300,"Graduate"
92301,"Graduate"
92302,"Dropout"
92303,"Graduate"
92304,"Graduate"
92305,"Dropout"
92306,"Dropout"
92307,"Enrolled"
92308,"Graduate"
92309,"Dropout"
92310,"Graduate"
92311,"Enrolled"
92312,"Graduate"
92313,"Graduate"
92314,"Graduate"
92315,"Graduate"
92316,"Dropout"
92317,"Dropout"
92318,"Graduate"
92319,"Graduate"
92320,"Graduate"
92321,"Enrolled"
92322,"Graduate"
92323,"Dropout"
92324,"Enrolled"
92325,"Graduate"
92326,"Dropout"
92327,"Enrolled"
92328,"Enrolled"
92329,"Dropout"
92330,"Graduate"
92331,"Dropout"
92332,"Dropout"
92333,"Graduate"
92334,"Enrolled"
92335,"Graduate"
92336,"Enrolled"
92337,"Dropout"
92338,"Enrolled"
92339,"Dropout"
92340,"Dropout"
92341,"Graduate"
92342,"Graduate"
92343,"Graduate"
92344,"Enrolled"
92345,"Graduate"
92346,"Dropout"
92347,"Graduate"
92348,"Graduate"
92349,"Enrolled"
92350,"Dropout"
92351,"Graduate"
92352,"Dropout"
92353,"Enrolled"
92354,"Graduate"
92355,"Graduate"
92356,"Graduate"
92357,"Graduate"
92358,"Dropout"
92359,"Graduate"
92360,"Enrolled"
92361,"Graduate"
92362,"Graduate"
92363,"Dropout"
92364,"Graduate"
92365,"Graduate"
92366,"Graduate"
92367,"Enrolled"
92368,"Graduate"
92369,"Dropout"
92370,"Graduate"
92371,"Dropout"
92372,"Graduate"
92373,"Graduate"
92374,"Dropout"
92375,"Graduate"
92376,"Graduate"
92377,"Graduate"
92378,"Graduate"
92379,"Dropout"
92380,"Dropout"
92381,"Dropout"
92382,"Dropout"
92383,"Graduate"
92384,"Dropout"
92385,"Graduate"
92386,"Graduate"
92387,"Graduate"
92388,"Dropout"
92389,"Graduate"
92390,"Graduate"
92391,"Dropout"
92392,"Enrolled"
92393,"Graduate"
92394,"Dropout"
92395,"Enrolled"
92396,"Graduate"
92397,"Dropout"
92398,"Graduate"
92399,"Graduate"
92400,"Enrolled"
92401,"Graduate"
92402,"Graduate"
92403,"Enrolled"
92404,"Dropout"
92405,"Graduate"
92406,"Graduate"
92407,"Graduate"
92408,"Enrolled"
92409,"Dropout"
92410,"Dropout"
92411,"Enrolled"
92412,"Graduate"
92413,"Dropout"
92414,"Enrolled"
92415,"Graduate"
92416,"Enrolled"
92417,"Graduate"
92418,"Graduate"
92419,"Graduate"
92420,"Dropout"
92421,"Graduate"
92422,"Graduate"
92423,"Graduate"
92424,"Dropout"
92425,"Enrolled"
92426,"Enrolled"
92427,"Graduate"
92428,"Graduate"
92429,"Graduate"
92430,"Enrolled"
92431,"Enrolled"
92432,"Graduate"
92433,"Dropout"
92434,"Enrolled"
92435,"Graduate"
92436,"Graduate"
92437,"Graduate"
92438,"Graduate"
92439,"Graduate"
92440,"Enrolled"
92441,"Dropout"
92442,"Enrolled"
92443,"Dropout"
92444,"Dropout"
92445,"Graduate"
92446,"Dropout"
92447,"Enrolled"
92448,"Dropout"
92449,"Enrolled"
92450,"Dropout"
92451,"Enrolled"
92452,"Dropout"
92453,"Dropout"
92454,"Enrolled"
92455,"Graduate"
92456,"Enrolled"
92457,"Enrolled"
92458,"Dropout"
92459,"Dropout"
92460,"Graduate"
92461,"Dropout"
92462,"Enrolled"
92463,"Graduate"
92464,"Enrolled"
92465,"Dropout"
92466,"Dropout"
92467,"Graduate"
92468,"Graduate"
92469,"Dropout"
92470,"Dropout"
92471,"Dropout"
92472,"Enrolled"
92473,"Dropout"
92474,"Dropout"
92475,"Graduate"
92476,"Dropout"
92477,"Enrolled"
92478,"Graduate"
92479,"Dropout"
92480,"Dropout"
92481,"Dropout"
92482,"Graduate"
92483,"Enrolled"
92484,"Graduate"
92485,"Graduate"
92486,"Enrolled"
92487,"Graduate"
92488,"Enrolled"
92489,"Dropout"
92490,"Dropout"
92491,"Graduate"
92492,"Dropout"
92493,"Dropout"
92494,"Graduate"
92495,"Dropout"
92496,"Dropout"
92497,"Dropout"
92498,"Dropout"
92499,"Graduate"
92500,"Graduate"
92501,"Graduate"
92502,"Graduate"
92503,"Dropout"
92504,"Dropout"
92505,"Dropout"
92506,"Graduate"
92507,"Graduate"
92508,"Graduate"
92509,"Graduate"
92510,"Dropout"
92511,"Graduate"
92512,"Enrolled"
92513,"Dropout"
92514,"Dropout"
92515,"Dropout"
92516,"Enrolled"
92517,"Graduate"
92518,"Dropout"
92519,"Enrolled"
92520,"Graduate"
92521,"Enrolled"
92522,"Enrolled"
92523,"Graduate"
92524,"Graduate"
92525,"Dropout"
92526,"Graduate"
92527,"Graduate"
92528,"Graduate"
92529,"Dropout"
92530,"Graduate"
92531,"Graduate"
92532,"Enrolled"
92533,"Enrolled"
92534,"Graduate"
92535,"Enrolled"
92536,"Graduate"
92537,"Graduate"
92538,"Graduate"
92539,"Graduate"
92540,"Dropout"
92541,"Graduate"
92542,"Graduate"
92543,"Graduate"
92544,"Graduate"
92545,"Enrolled"
92546,"Graduate"
92547,"Dropout"
92548,"Dropout"
92549,"Dropout"
92550,"Graduate"
92551,"Graduate"
92552,"Enrolled"
92553,"Dropout"
92554,"Dropout"
92555,"Graduate"
92556,"Graduate"
92557,"Graduate"
92558,"Enrolled"
92559,"Dropout"
92560,"Graduate"
92561,"Graduate"
92562,"Graduate"
92563,"Dropout"
92564,"Enrolled"
92565,"Enrolled"
92566,"Graduate"
92567,"Dropout"
92568,"Graduate"
92569,"Graduate"
92570,"Graduate"
92571,"Graduate"
92572,"Graduate"
92573,"Dropout"
92574,"Graduate"
92575,"Graduate"
92576,"Dropout"
92577,"Dropout"
92578,"Enrolled"
92579,"Graduate"
92580,"Dropout"
92581,"Graduate"
92582,"Graduate"
92583,"Graduate"
92584,"Graduate"
92585,"Graduate"
92586,"Enrolled"
92587,"Dropout"
92588,"Graduate"
92589,"Graduate"
92590,"Enrolled"
92591,"Enrolled"
92592,"Dropout"
92593,"Graduate"
92594,"Graduate"
92595,"Graduate"
92596,"Dropout"
92597,"Enrolled"
92598,"Graduate"
92599,"Enrolled"
92600,"Dropout"
92601,"Dropout"
92602,"Graduate"
92603,"Dropout"
92604,"Graduate"
92605,"Graduate"
92606,"Graduate"
92607,"Dropout"
92608,"Enrolled"
92609,"Graduate"
92610,"Graduate"
92611,"Graduate"
92612,"Graduate"
92613,"Enrolled"
92614,"Enrolled"
92615,"Enrolled"
92616,"Graduate"
92617,"Graduate"
92618,"Dropout"
92619,"Dropout"
92620,"Dropout"
92621,"Graduate"
92622,"Dropout"
92623,"Graduate"
92624,"Graduate"
92625,"Dropout"
92626,"Dropout"
92627,"Dropout"
92628,"Dropout"
92629,"Graduate"
92630,"Dropout"
92631,"Graduate"
92632,"Dropout"
92633,"Graduate"
92634,"Graduate"
92635,"Dropout"
92636,"Graduate"
92637,"Enrolled"
92638,"Dropout"
92639,"Graduate"
92640,"Graduate"
92641,"Dropout"
92642,"Dropout"
92643,"Dropout"
92644,"Graduate"
92645,"Graduate"
92646,"Graduate"
92647,"Graduate"
92648,"Graduate"
92649,"Graduate"
92650,"Dropout"
92651,"Dropout"
92652,"Graduate"
92653,"Graduate"
92654,"Graduate"
92655,"Dropout"
92656,"Graduate"
92657,"Graduate"
92658,"Dropout"
92659,"Dropout"
92660,"Graduate"
92661,"Dropout"
92662,"Enrolled"
92663,"Graduate"
92664,"Dropout"
92665,"Graduate"
92666,"Graduate"
92667,"Graduate"
92668,"Dropout"
92669,"Dropout"
92670,"Enrolled"
92671,"Dropout"
92672,"Enrolled"
92673,"Dropout"
92674,"Dropout"
92675,"Dropout"
92676,"Dropout"
92677,"Graduate"
92678,"Enrolled"
92679,"Dropout"
92680,"Graduate"
92681,"Enrolled"
92682,"Dropout"
92683,"Enrolled"
92684,"Graduate"
92685,"Graduate"
92686,"Dropout"
92687,"Graduate"
92688,"Dropout"
92689,"Dropout"
92690,"Dropout"
92691,"Dropout"
92692,"Graduate"
92693,"Enrolled"
92694,"Dropout"
92695,"Dropout"
92696,"Graduate"
92697,"Dropout"
92698,"Dropout"
92699,"Dropout"
92700,"Graduate"
92701,"Dropout"
92702,"Enrolled"
92703,"Graduate"
92704,"Graduate"
92705,"Enrolled"
92706,"Graduate"
92707,"Graduate"
92708,"Graduate"
92709,"Dropout"
92710,"Dropout"
92711,"Graduate"
92712,"Enrolled"
92713,"Graduate"
92714,"Graduate"
92715,"Graduate"
92716,"Graduate"
92717,"Graduate"
92718,"Dropout"
92719,"Dropout"
92720,"Dropout"
92721,"Enrolled"
92722,"Graduate"
92723,"Enrolled"
92724,"Graduate"
92725,"Graduate"
92726,"Dropout"
92727,"Dropout"
92728,"Graduate"
92729,"Dropout"
92730,"Enrolled"
92731,"Dropout"
92732,"Graduate"
92733,"Enrolled"
92734,"Graduate"
92735,"Graduate"
92736,"Dropout"
92737,"Dropout"
92738,"Dropout"
92739,"Graduate"
92740,"Enrolled"
92741,"Dropout"
92742,"Graduate"
92743,"Graduate"
92744,"Graduate"
92745,"Graduate"
92746,"Graduate"
92747,"Enrolled"
92748,"Graduate"
92749,"Graduate"
92750,"Graduate"
92751,"Graduate"
92752,"Graduate"
92753,"Graduate"
92754,"Graduate"
92755,"Enrolled"
92756,"Dropout"
92757,"Enrolled"
92758,"Enrolled"
92759,"Graduate"
92760,"Dropout"
92761,"Graduate"
92762,"Dropout"
92763,"Dropout"
92764,"Dropout"
92765,"Enrolled"
92766,"Dropout"
92767,"Enrolled"
92768,"Dropout"
92769,"Graduate"
92770,"Dropout"
92771,"Dropout"
92772,"Enrolled"
92773,"Enrolled"
92774,"Enrolled"
92775,"Graduate"
92776,"Dropout"
92777,"Dropout"
92778,"Graduate"
92779,"Enrolled"
92780,"Enrolled"
92781,"Graduate"
92782,"Graduate"
92783,"Graduate"
92784,"Dropout"
92785,"Graduate"
92786,"Dropout"
92787,"Dropout"
92788,"Dropout"
92789,"Dropout"
92790,"Dropout"
92791,"Enrolled"
92792,"Enrolled"
92793,"Graduate"
92794,"Graduate"
92795,"Graduate"
92796,"Enrolled"
92797,"Graduate"
92798,"Graduate"
92799,"Dropout"
92800,"Graduate"
92801,"Dropout"
92802,"Graduate"
92803,"Graduate"
92804,"Enrolled"
92805,"Enrolled"
92806,"Graduate"
92807,"Graduate"
92808,"Dropout"
92809,"Graduate"
92810,"Graduate"
92811,"Graduate"
92812,"Dropout"
92813,"Dropout"
92814,"Enrolled"
92815,"Dropout"
92816,"Dropout"
92817,"Graduate"
92818,"Graduate"
92819,"Dropout"
92820,"Graduate"
92821,"Graduate"
92822,"Enrolled"
92823,"Graduate"
92824,"Graduate"
92825,"Enrolled"
92826,"Graduate"
92827,"Dropout"
92828,"Graduate"
92829,"Graduate"
92830,"Graduate"
92831,"Dropout"
92832,"Graduate"
92833,"Dropout"
92834,"Enrolled"
92835,"Enrolled"
92836,"Dropout"
92837,"Graduate"
92838,"Dropout"
92839,"Graduate"
92840,"Graduate"
92841,"Graduate"
92842,"Graduate"
92843,"Graduate"
92844,"Dropout"
92845,"Graduate"
92846,"Graduate"
92847,"Dropout"
92848,"Graduate"
92849,"Graduate"
92850,"Dropout"
92851,"Dropout"
92852,"Dropout"
92853,"Dropout"
92854,"Graduate"
92855,"Graduate"
92856,"Graduate"
92857,"Enrolled"
92858,"Dropout"
92859,"Dropout"
92860,"Graduate"
92861,"Dropout"
92862,"Graduate"
92863,"Dropout"
92864,"Dropout"
92865,"Graduate"
92866,"Graduate"
92867,"Graduate"
92868,"Enrolled"
92869,"Graduate"
92870,"Graduate"
92871,"Dropout"
92872,"Dropout"
92873,"Dropout"
92874,"Dropout"
92875,"Dropout"
92876,"Enrolled"
92877,"Dropout"
92878,"Enrolled"
92879,"Graduate"
92880,"Enrolled"
92881,"Graduate"
92882,"Graduate"
92883,"Enrolled"
92884,"Dropout"
92885,"Graduate"
92886,"Enrolled"
92887,"Graduate"
92888,"Graduate"
92889,"Enrolled"
92890,"Dropout"
92891,"Graduate"
92892,"Enrolled"
92893,"Graduate"
92894,"Graduate"
92895,"Enrolled"
92896,"Dropout"
92897,"Dropout"
92898,"Graduate"
92899,"Graduate"
92900,"Dropout"
92901,"Dropout"
92902,"Graduate"
92903,"Dropout"
92904,"Graduate"
92905,"Dropout"
92906,"Dropout"
92907,"Dropout"
92908,"Enrolled"
92909,"Graduate"
92910,"Graduate"
92911,"Graduate"
92912,"Enrolled"
92913,"Dropout"
92914,"Dropout"
92915,"Dropout"
92916,"Graduate"
92917,"Graduate"
92918,"Graduate"
92919,"Graduate"
92920,"Graduate"
92921,"Graduate"
92922,"Enrolled"
92923,"Enrolled"
92924,"Graduate"
92925,"Graduate"
92926,"Graduate"
92927,"Enrolled"
92928,"Dropout"
92929,"Graduate"
92930,"Enrolled"
92931,"Graduate"
92932,"Dropout"
92933,"Graduate"
92934,"Dropout"
92935,"Graduate"
92936,"Graduate"
92937,"Enrolled"
92938,"Graduate"
92939,"Enrolled"
92940,"Dropout"
92941,"Dropout"
92942,"Enrolled"
92943,"Graduate"
92944,"Dropout"
92945,"Dropout"
92946,"Graduate"
92947,"Dropout"
92948,"Graduate"
92949,"Enrolled"
92950,"Graduate"
92951,"Enrolled"
92952,"Graduate"
92953,"Enrolled"
92954,"Enrolled"
92955,"Graduate"
92956,"Graduate"
92957,"Graduate"
92958,"Enrolled"
92959,"Dropout"
92960,"Graduate"
92961,"Dropout"
92962,"Graduate"
92963,"Dropout"
92964,"Enrolled"
92965,"Dropout"
92966,"Graduate"
92967,"Graduate"
92968,"Dropout"
